event_id,customer_id,session_id,event_ts,event_type,device
13298,,s3000309,2026-08-06 20:10:11,page_view,mobile
13299,,s3000309,2026-08-06 20:12:08,add_to_cart,mobile
13300,10454,s3000310,2026-08-06 20:02:04,page_view,desktop
13301,10454,s3000310,2026-08-06 20:02:35,page_view,desktop
13302,10454,s3000310,2026-08-06 20:03:47,page_view,desktop
13303,10033,s3000311,2026-08-06 00:34:21,page_view,desktop
13304,10416,s3000312,2026-08-06 07:20:27,page_view,desktop
13305,10416,s3000312,2026-08-06 07:21:06,page_view,desktop
13306,10318,s3000313,2026-08-06 01:07:27,page_view,desktop
13307,10318,s3000313,2026-08-06 01:07:37,page_view,desktop
13308,10318,s3000313,2026-08-06 01:07:53,page_view,desktop
13309,10318,s3000313,2026-08-06 01:08:29,add_to_cart,desktop
13310,10318,s3000313,2026-08-06 01:10:05,begin_checkout,desktop
13311,10318,s3000313,2026-08-06 01:10:22,purchase,desktop
13312,10606,s3000314,2026-08-06 17:23:16,page_view,desktop
13313,10606,s3000314,2026-08-06 17:24:36,page_view,desktop
13314,10565,s3000315,2026-08-06 05:43:49,page_view,desktop
13315,10565,s3000315,2026-08-06 05:44:24,page_view,desktop
13316,10565,s3000315,2026-08-06 05:46:06,page_view,desktop
13317,10565,s3000315,2026-08-06 05:46:44,page_view,desktop
13318,10565,s3000315,2026-08-06 05:47:18,add_to_cart,desktop
13319,10530,s3000316,2026-08-06 21:17:29,page_view,desktop
13320,10530,s3000316,2026-08-06 21:18:56,page_view,desktop
13321,10530,s3000316,2026-08-06 21:19:09,page_view,desktop
13322,,s3000317,2026-08-06 09:13:06,page_view,desktop
13323,10294,s3000318,2026-08-06 19:30:25,page_view,mobile
13324,10294,s3000318,2026-08-06 19:31:54,page_view,mobile
13325,10294,s3000318,2026-08-06 19:32:37,page_view,mobile
13326,10294,s3000318,2026-08-06 19:33:16,add_to_cart,mobile
13327,,s3000319,2026-08-06 14:53:31,page_view,mobile
13328,,s3000319,2026-08-06 14:54:41,add_to_cart,mobile
13329,,s3000319,2026-08-06 14:55:12,begin_checkout,mobile
13330,,s3000319,2026-08-06 14:55:21,purchase,mobile
13331,10317,s3000320,2026-08-06 20:34:58,page_view,tablet
13332,10657,s3000321,2026-08-06 15:00:25,page_view,desktop
13333,10032,s3000322,2026-08-06 05:41:49,page_view,desktop
13334,10032,s3000322,2026-08-06 05:43:17,page_view,desktop
13335,,s3000323,2026-08-06 19:23:20,page_view,mobile
13336,,s3000323,2026-08-06 19:24:59,add_to_cart,mobile
13337,10097,s3000324,2026-08-06 06:25:59,page_view,mobile
13338,10097,s3000324,2026-08-06 06:27:09,page_view,mobile
13339,10097,s3000324,2026-08-06 06:27:49,page_view,mobile
13340,10097,s3000324,2026-08-06 06:28:50,add_to_cart,mobile
13341,10367,s3000325,2026-08-06 05:55:24,page_view,mobile
13342,10367,s3000325,2026-08-06 05:56:57,page_view,mobile
13343,10367,s3000325,2026-08-06 05:57:03,page_view,mobile
13344,10367,s3000325,2026-08-06 05:57:28,page_view,mobile
13345,,s3000326,2026-08-06 09:12:37,page_view,mobile
13346,10300,s3000327,2026-08-07 12:22:03,page_view,tablet
13347,10300,s3000327,2026-08-07 12:22:45,page_view,tablet
13348,10300,s3000327,2026-08-07 12:23:05,page_view,tablet
13349,10300,s3000327,2026-08-07 12:23:18,page_view,tablet
13350,10549,s3000328,2026-08-07 19:09:24,page_view,desktop
13351,10549,s3000328,2026-08-07 19:10:51,page_view,desktop
13352,10549,s3000328,2026-08-07 19:10:57,page_view,desktop
13353,10549,s3000328,2026-08-07 19:11:40,page_view,desktop
13354,10549,s3000328,2026-08-07 19:12:44,add_to_cart,desktop
13355,,s3000329,2026-08-07 18:17:18,page_view,Desktop
13356,,s3000329,2026-08-07 18:19:02,page_view,Desktop
13357,,s3000329,2026-08-07 18:19:33,page_view,Desktop
13358,,s3000330,2026-08-07 18:19:40,page_view,desktop
13359,10147,s3000331,2026-08-07 20:44:47,page_view,mobile
13360,10147,s3000331,2026-08-07 20:45:40,page_view,mobile
13361,10147,s3000331,2026-08-07 20:47:01,page_view,mobile
13362,10147,s3000331,2026-08-07 20:47:25,page_view,mobile
13363,10147,s3000331,2026-08-07 20:47:44,add_to_cart,mobile
13364,10147,s3000331,2026-08-07 20:48:36,begin_checkout,mobile
13365,10147,s3000331,2026-08-07 20:50:34,purchase,mobile
13366,10397,s3000332,2026-08-07 06:26:20,page_view,mobile
13367,10397,s3000332,2026-08-07 06:27:21,add_to_cart,mobile
13368,10397,s3000332,2026-08-07 06:28:42,begin_checkout,mobile
13369,10397,s3000332,2026-08-07 06:30:12,purchase,mobile
13370,10194,s3000333,2026-08-07 04:52:05,page_view,Desktop
13371,10194,s3000333,2026-08-07 04:53:47,page_view,Desktop
13372,10194,s3000333,2026-08-07 04:55:19,page_view,Desktop
13373,10194,s3000333,2026-08-07 04:55:42,add_to_cart,Desktop
13374,10078,s3000334,2026-08-07 08:02:26,page_view,Desktop
13375,10078,s3000334,2026-08-07 08:03:18,page_view,Desktop
13376,10078,s3000334,2026-08-07 08:05:17,page_view,Desktop
13377,10078,s3000334,2026-08-07 08:05:34,add_to_cart,Desktop
13378,10078,s3000334,2026-08-07 08:06:41,begin_checkout,Desktop
13379,10527,s3000335,2026-08-07 17:53:55,page_view,desktop
13380,10527,s3000335,2026-08-07 17:54:34,page_view,desktop
13381,10527,s3000335,2026-08-07 17:55:54,add_to_cart,desktop
13382,10487,s3000336,2026-08-07 13:16:46,page_view,Mobile
13383,10487,s3000336,2026-08-07 13:17:46,page_view,Mobile
13384,10487,s3000336,2026-08-07 13:17:58,page_view,Mobile
13385,10487,s3000336,2026-08-07 13:18:38,page_view,Mobile
13386,10487,s3000336,2026-08-07 13:19:35,add_to_cart,Mobile
13387,10296,s3000337,2026-08-07 00:52:17,page_view,mobile
13388,10296,s3000337,2026-08-07 00:52:35,page_view,mobile
13389,10296,s3000337,2026-08-07 00:53:13,page_view,mobile
13390,10296,s3000337,2026-08-07 00:54:07,add_to_cart,mobile
13391,10296,s3000337,2026-08-07 00:54:30,begin_checkout,mobile
13392,,s3000338,2026-08-07 03:36:03,page_view,desktop
13393,,s3000338,2026-08-07 03:36:53,page_view,desktop
13394,,s3000338,2026-08-07 03:38:03,page_view,desktop
13395,,s3000338,2026-08-07 03:38:17,page_view,desktop
13396,10226,s3000339,2026-08-07 00:46:26,page_view,mobile
13397,10226,s3000339,2026-08-07 00:46:54,page_view,mobile
13398,10226,s3000339,2026-08-07 00:48:22,page_view,mobile
13399,10226,s3000339,2026-08-07 00:49:20,page_view,mobile
13400,10226,s3000339,2026-08-07 00:49:37,add_to_cart,mobile
13401,10119,s3000340,2026-08-07 17:08:54,page_view,mobile
13402,10119,s3000340,2026-08-07 17:10:41,add_to_cart,mobile
13403,10119,s3000340,2026-08-07 17:10:54,begin_checkout,mobile
13404,,s3000341,2026-08-07 08:27:30,page_view,mobile
13405,,s3000341,2026-08-07 08:28:07,page_view,mobile
13406,,s3000342,2026-08-07 15:39:39,page_view,desktop
13407,,s3000343,2026-08-07 22:13:59,page_view,desktop
13408,,s3000343,2026-08-07 22:15:46,add_to_cart,desktop
13409,10072,s3000344,2026-08-07 18:02:39,page_view,desktop
13410,,s3000345,2026-08-07 20:21:56,page_view,mobile
13411,,s3000345,2026-08-07 20:23:13,page_view,mobile
13412,,s3000345,2026-08-07 20:24:16,add_to_cart,mobile
13413,,s3000345,2026-08-07 20:25:58,begin_checkout,mobile
13414,,s3000346,2026-08-07 06:59:06,page_view,mobile
13415,,s3000346,2026-08-07 06:59:19,page_view,mobile
13416,,s3000346,2026-08-07 06:59:44,page_view,mobile
13417,,s3000346,2026-08-07 07:01:25,add_to_cart,mobile
13418,,s3000346,2026-08-07 07:02:49,begin_checkout,mobile
13419,10098,s3000347,2026-08-07 22:04:49,page_view,mobile
13420,10098,s3000347,2026-08-07 22:05:17,page_view,mobile
13421,10098,s3000347,2026-08-07 22:06:42,add_to_cart,mobile
13422,,s3000348,2026-08-07 19:32:51,page_view,tablet
13423,,s3000348,2026-08-07 19:34:45,page_view,tablet
13424,,s3000348,2026-08-07 19:36:42,page_view,tablet
13425,,s3000348,2026-08-07 19:37:00,page_view,tablet
13426,10067,s3000349,2026-08-07 19:45:03,page_view,tablet
13427,10067,s3000349,2026-08-07 19:46:19,page_view,tablet
13428,10285,s3000350,2026-08-07 05:42:41,page_view,desktop
13429,10285,s3000350,2026-08-07 05:44:10,page_view,desktop
13430,10610,s3000351,2026-08-07 03:46:52,page_view,desktop
13431,10073,s3000352,2026-08-07 22:40:33,page_view,desktop
13432,10073,s3000352,2026-08-07 22:42:17,page_view,desktop
13433,10073,s3000352,2026-08-07 22:42:28,add_to_cart,desktop
13434,,s3000353,2026-08-07 20:04:55,page_view,tablet
13435,,s3000353,2026-08-07 20:05:38,page_view,tablet
13436,,s3000353,2026-08-07 20:06:39,page_view,tablet
13437,,s3000353,2026-08-07 20:07:50,page_view,tablet
13438,,s3000353,2026-08-07 20:09:46,add_to_cart,tablet
13439,,s3000353,2026-08-07 20:11:36,begin_checkout,tablet
13440,,s3000353,2026-08-07 20:12:41,purchase,tablet
13441,10332,s3000354,2026-08-07 02:49:51,page_view,mobile
13442,10332,s3000354,2026-08-07 02:50:32,add_to_cart,mobile
13443,10332,s3000354,2026-08-07 02:52:11,begin_checkout,mobile
13444,10472,s3000355,2026-08-07 16:57:16,page_view,tablet
13445,10472,s3000355,2026-08-07 16:58:41,page_view,tablet
13446,10328,s3000356,2026-08-07 02:15:34,page_view,tablet
13447,10328,s3000356,2026-08-07 02:15:47,page_view,tablet
13448,10328,s3000356,2026-08-07 02:17:21,page_view,tablet
13449,10328,s3000356,2026-08-07 02:18:46,page_view,tablet
13450,,s3000357,2026-08-07 19:25:23,page_view,desktop
13451,,s3000357,2026-08-07 19:25:29,page_view,desktop
13452,,s3000357,2026-08-07 19:26:49,page_view,desktop
13453,10393,s3000358,2026-08-07 20:16:28,page_view,desktop
13454,10566,s3000359,2026-08-07 02:26:31,page_view,mobile
13455,10566,s3000359,2026-08-07 02:27:47,page_view,mobile
13456,10566,s3000359,2026-08-07 02:27:55,add_to_cart,mobile
13457,,s3000360,2026-08-07 03:09:08,page_view,mobile
13458,10268,s3000361,2026-08-07 09:57:37,page_view,desktop
13459,10268,s3000361,2026-08-07 09:58:47,page_view,desktop
13460,10268,s3000361,2026-08-07 10:00:34,page_view,desktop
13461,10268,s3000361,2026-08-07 10:02:23,page_view,desktop
13462,10268,s3000361,2026-08-07 10:03:47,add_to_cart,desktop
13463,10268,s3000361,2026-08-07 10:05:11,begin_checkout,desktop
13464,10268,s3000361,2026-08-07 10:06:31,purchase,desktop
13465,10475,s3000362,2026-08-07 05:06:47,page_view,desktop
13466,10475,s3000362,2026-08-07 05:07:27,page_view,desktop
13467,10475,s3000362,2026-08-07 05:08:05,page_view,desktop
13468,10475,s3000362,2026-08-07 05:09:53,add_to_cart,desktop
13469,10032,s3000363,2026-08-07 02:58:35,page_view,mobile
13470,10032,s3000363,2026-08-07 02:59:33,page_view,mobile
13471,10032,s3000363,2026-08-07 03:00:43,page_view,mobile
13472,10032,s3000363,2026-08-07 03:02:09,page_view,mobile
13473,,s3000364,2026-08-07 06:38:46,page_view,tablet
13474,,s3000365,2026-08-07 04:40:38,page_view,tablet
13475,,s3000365,2026-08-07 04:41:26,page_view,tablet
13476,,s3000365,2026-08-07 04:42:21,page_view,tablet
13477,10772,s3000366,2026-08-07 22:51:26,page_view,mobile
13478,,s3000367,2026-08-07 20:35:03,page_view,mobile
13479,10201,s3000368,2026-08-07 06:15:31,page_view,desktop
13480,10201,s3000368,2026-08-07 06:16:26,page_view,desktop
13481,10201,s3000368,2026-08-07 06:18:11,page_view,desktop
13482,10201,s3000368,2026-08-07 06:18:41,page_view,desktop
13483,10462,s3000369,2026-08-07 14:27:06,page_view,mobile
13484,,s3000370,2026-08-07 11:14:29,page_view,desktop
13485,,s3000370,2026-08-07 11:16:28,page_view,desktop
13486,,s3000370,2026-08-07 11:16:47,page_view,desktop
13487,,s3000370,2026-08-07 11:17:52,page_view,desktop
13488,10241,s3000371,2026-08-07 05:38:32,page_view,tablet
13489,10394,s3000372,2026-08-07 22:12:34,page_view,mobile
13490,10394,s3000372,2026-08-07 22:12:44,add_to_cart,mobile
13491,10394,s3000372,2026-08-07 22:14:08,begin_checkout,mobile
13492,10394,s3000372,2026-08-07 22:15:10,purchase,mobile
13493,,s3000373,2026-08-07 21:51:09,page_view,mobile
13494,,s3000374,2026-08-07 09:15:27,page_view,mobile
13495,,s3000374,2026-08-07 09:16:22,page_view,mobile
13496,,s3000374,2026-08-07 09:17:24,page_view,mobile
13497,,s3000374,2026-08-07 09:18:55,add_to_cart,mobile
13498,10142,s3000375,2026-08-07 06:38:30,page_view,mobile
13499,,s3000376,2026-08-07 00:43:42,page_view,tablet
13500,,s3000376,2026-08-07 00:45:26,page_view,tablet
13501,,s3000376,2026-08-07 00:45:43,add_to_cart,tablet
13502,,s3000376,2026-08-07 00:47:30,begin_checkout,tablet
13503,10355,s3000377,2026-08-07 14:50:53,page_view,mobile
13504,10435,s3000378,2026-08-07 08:46:13,page_view,mobile
13505,10435,s3000378,2026-08-07 08:47:17,page_view,mobile
13506,10435,s3000378,2026-08-07 08:47:23,page_view,mobile
13507,10435,s3000378,2026-08-07 08:48:59,add_to_cart,mobile
13508,10158,s3000379,2026-08-07 02:57:59,page_view,mobile
13509,10158,s3000379,2026-08-07 02:59:03,page_view,mobile
13510,,s3000380,2026-08-07 21:31:20,page_view,desktop
13511,,s3000380,2026-08-07 21:32:36,page_view,desktop
13512,,s3000380,2026-08-07 21:34:23,page_view,desktop
13513,10652,s3000381,2026-08-07 04:27:46,page_view,mobile
13514,,s3000382,2026-08-07 02:58:14,page_view,mobile
13515,,s3000382,2026-08-07 02:59:35,page_view,mobile
13516,,s3000382,2026-08-07 03:00:36,page_view,mobile
13517,,s3000382,2026-08-07 03:02:16,add_to_cart,mobile
13518,10240,s3000383,2026-08-07 00:09:08,page_view,desktop
13519,10240,s3000383,2026-08-07 00:10:17,page_view,desktop
13520,10240,s3000383,2026-08-07 00:10:34,page_view,desktop
13521,10240,s3000383,2026-08-07 00:11:52,page_view,desktop
13522,10601,s3000384,2026-08-07 06:56:46,page_view,mobile
13523,10601,s3000384,2026-08-07 06:57:53,add_to_cart,mobile
13524,10601,s3000384,2026-08-07 06:58:51,begin_checkout,mobile
13525,10396,s3000385,2026-08-07 19:40:48,page_view,desktop
13526,10396,s3000385,2026-08-07 19:42:22,page_view,desktop
13527,10396,s3000385,2026-08-07 19:43:44,page_view,desktop
13528,10396,s3000385,2026-08-07 19:44:47,page_view,desktop
13529,,s3000386,2026-08-07 19:08:52,page_view,mobile
13530,10293,s3000387,2026-08-07 03:59:12,page_view,mobile
13531,10293,s3000387,2026-08-07 04:00:16,page_view,mobile
13532,,s3000388,2026-08-07 15:53:13,page_view,mobile
13533,10689,s3000389,2026-08-07 00:09:22,page_view,desktop
13534,10689,s3000389,2026-08-07 00:09:30,page_view,desktop
13535,10689,s3000389,2026-08-07 00:10:29,page_view,desktop
13536,10689,s3000389,2026-08-07 00:11:28,page_view,desktop
13537,10642,s3000390,2026-08-07 01:10:34,page_view,tablet
13538,,s3000391,2026-08-07 13:58:50,page_view,desktop
13539,,s3000391,2026-08-07 14:00:25,page_view,desktop
13540,,s3000391,2026-08-07 14:02:12,add_to_cart,desktop
13541,,s3000391,2026-08-07 14:04:06,begin_checkout,desktop
13542,10238,s3000392,2026-08-07 02:46:10,page_view,Tablet
13543,10238,s3000392,2026-08-07 02:46:34,add_to_cart,Tablet
13544,10238,s3000392,2026-08-07 02:46:37,begin_checkout,Tablet
13545,10253,s3000393,2026-08-07 14:56:23,page_view,mobile
13546,10253,s3000393,2026-08-07 14:57:17,page_view,mobile
13547,10253,s3000393,2026-08-07 14:59:14,page_view,mobile
13548,10043,s3000394,2026-08-07 02:05:33,page_view,desktop
13549,10043,s3000394,2026-08-07 02:06:32,page_view,desktop
13550,10043,s3000394,2026-08-07 02:07:12,page_view,desktop
13551,,s3000395,2026-08-07 11:43:47,page_view,desktop
13552,,s3000395,2026-08-07 11:44:50,add_to_cart,desktop
13553,10034,s3000396,2026-08-07 18:55:19,page_view,mobile
13554,10034,s3000396,2026-08-07 18:55:41,page_view,mobile
13555,10034,s3000396,2026-08-07 18:55:44,page_view,mobile
13556,10034,s3000396,2026-08-07 18:56:28,page_view,mobile
13557,10034,s3000396,2026-08-07 18:57:05,add_to_cart,mobile
13558,,s3000397,2026-08-07 11:15:49,page_view,tablet
13559,,s3000397,2026-08-07 11:17:18,page_view,tablet
13560,,s3000397,2026-08-07 11:17:26,page_view,tablet
13561,,s3000397,2026-08-07 11:18:23,page_view,tablet
13562,10309,s3000398,2026-08-07 13:36:17,page_view,mobile
13563,,s3000399,2026-08-08 06:52:09,page_view,desktop
13564,,s3000399,2026-08-08 06:52:21,page_view,desktop
13565,,s3000399,2026-08-08 06:53:06,page_view,desktop
13566,,s3000399,2026-08-08 06:54:56,page_view,desktop
13567,,s3000400,2026-08-08 14:36:03,page_view,mobile
13568,,s3000400,2026-08-08 14:36:30,page_view,mobile
13569,,s3000400,2026-08-08 14:37:06,page_view,mobile
13570,,s3000400,2026-08-08 14:37:57,add_to_cart,mobile
13571,,s3000400,2026-08-08 14:39:08,begin_checkout,mobile
13572,,s3000400,2026-08-08 14:40:32,purchase,mobile
13573,10689,s3000401,2026-08-08 21:33:09,page_view,desktop
13574,10689,s3000401,2026-08-08 21:34:51,page_view,desktop
13575,10689,s3000401,2026-08-08 21:34:58,page_view,desktop
13576,10689,s3000401,2026-08-08 21:35:34,add_to_cart,desktop
13577,10689,s3000401,2026-08-08 21:36:44,begin_checkout,desktop
13578,10689,s3000401,2026-08-08 21:36:50,purchase,desktop
13579,,s3000402,2026-08-08 08:34:22,page_view,desktop
13580,,s3000402,2026-08-08 08:34:58,page_view,desktop
13581,,s3000402,2026-08-08 08:35:45,page_view,desktop
13582,10243,s3000403,2026-08-08 11:51:21,page_view,desktop
13583,10243,s3000403,2026-08-08 11:51:24,page_view,desktop
13584,10243,s3000403,2026-08-08 11:52:34,page_view,desktop
13585,10243,s3000403,2026-08-08 11:53:49,page_view,desktop
13586,10243,s3000403,2026-08-08 11:54:13,add_to_cart,desktop
13587,10243,s3000403,2026-08-08 11:55:31,begin_checkout,desktop
13588,10243,s3000403,2026-08-08 11:55:37,purchase,desktop
13589,10201,s3000404,2026-08-08 13:08:43,page_view,desktop
13590,10201,s3000404,2026-08-08 13:10:09,page_view,desktop
13591,10201,s3000404,2026-08-08 13:11:59,page_view,desktop
13592,,s3000405,2026-08-08 20:43:46,page_view,desktop
13593,,s3000406,2026-08-08 06:13:26,page_view,mobile
13594,,s3000406,2026-08-08 06:14:33,page_view,mobile
13595,,s3000406,2026-08-08 06:15:30,page_view,mobile
13596,,s3000407,2026-08-08 09:40:23,page_view,mobile
13597,,s3000407,2026-08-08 09:42:08,page_view,mobile
13598,,s3000407,2026-08-08 09:43:57,page_view,mobile
13599,10169,s3000408,2026-08-08 15:40:21,page_view,desktop
13600,10269,s3000409,2026-08-08 11:02:01,page_view,desktop
13601,10269,s3000409,2026-08-08 11:02:36,page_view,desktop
13602,10269,s3000409,2026-08-08 11:02:48,page_view,desktop
13603,10269,s3000409,2026-08-08 11:04:13,page_view,desktop
13604,10269,s3000409,2026-08-08 11:06:03,add_to_cart,desktop
13605,10269,s3000409,2026-08-08 11:07:02,begin_checkout,desktop
13606,10269,s3000409,2026-08-08 11:08:46,purchase,desktop
13607,,s3000410,2026-08-08 12:05:57,page_view,mobile
13608,,s3000411,2026-08-08 12:45:48,page_view,desktop
13609,,s3000411,2026-08-08 12:47:00,page_view,desktop
13610,,s3000412,2026-08-08 05:20:49,page_view,tablet
13611,,s3000412,2026-08-08 05:21:13,page_view,tablet
13612,,s3000412,2026-08-08 05:22:19,page_view,tablet
13613,,s3000413,2026-08-08 13:49:05,page_view,tablet
13614,,s3000413,2026-08-08 13:49:44,page_view,tablet
13615,,s3000413,2026-08-08 13:50:32,page_view,tablet
13616,,s3000413,2026-08-08 13:50:40,page_view,tablet
13617,,s3000413,2026-08-08 13:51:52,add_to_cart,tablet
13618,,s3000414,2026-08-08 17:12:36,page_view,desktop
13619,,s3000414,2026-08-08 17:13:32,page_view,desktop
13620,,s3000415,2026-08-08 14:31:38,page_view,mobile
13621,,s3000415,2026-08-08 14:32:47,page_view,mobile
13622,,s3000415,2026-08-08 14:33:14,add_to_cart,mobile
13623,,s3000415,2026-08-08 14:34:57,begin_checkout,mobile
13624,10676,s3000416,2026-08-08 08:04:18,page_view,desktop
13625,10676,s3000416,2026-08-08 08:05:25,page_view,desktop
13626,10676,s3000416,2026-08-08 08:06:35,page_view,desktop
13627,10676,s3000416,2026-08-08 08:06:46,page_view,desktop
13628,,s3000417,2026-08-08 12:47:56,page_view,desktop
13629,,s3000418,2026-08-08 11:33:24,page_view,desktop
13630,,s3000418,2026-08-08 11:34:04,add_to_cart,desktop
13631,,s3000418,2026-08-08 11:35:29,begin_checkout,desktop
13632,,s3000418,2026-08-08 11:36:49,purchase,desktop
13633,,s3000419,2026-08-08 17:14:18,page_view,Mobile
13634,,s3000420,2026-08-08 21:10:45,page_view,desktop
13635,,s3000420,2026-08-08 21:11:30,page_view,desktop
13636,,s3000420,2026-08-08 21:12:41,page_view,desktop
13637,,s3000420,2026-08-08 21:14:27,add_to_cart,desktop
13638,,s3000420,2026-08-08 21:15:49,begin_checkout,desktop
13639,,s3000421,2026-08-08 06:10:11,page_view,desktop
13640,,s3000422,2026-08-08 14:46:04,page_view,Tablet
13641,,s3000422,2026-08-08 14:46:36,page_view,Tablet
13642,,s3000422,2026-08-08 14:48:09,add_to_cart,Tablet
13643,,s3000422,2026-08-08 14:48:25,begin_checkout,Tablet
13644,,s3000423,2026-08-08 21:41:29,page_view,desktop
13645,,s3000423,2026-08-08 21:43:28,page_view,desktop
13646,,s3000423,2026-08-08 21:44:15,page_view,desktop
13647,,s3000423,2026-08-08 21:45:06,add_to_cart,desktop
13648,,s3000423,2026-08-08 21:46:23,begin_checkout,desktop
13649,,s3000424,2026-08-08 14:54:19,page_view,mobile
13650,,s3000425,2026-08-08 17:46:54,page_view,desktop
13651,,s3000425,2026-08-08 17:47:33,page_view,desktop
13652,,s3000425,2026-08-08 17:49:20,page_view,desktop
13653,,s3000425,2026-08-08 17:51:00,add_to_cart,desktop
13654,,s3000425,2026-08-08 17:52:05,begin_checkout,desktop
13655,,s3000425,2026-08-08 17:52:50,purchase,desktop
13656,,s3000426,2026-08-08 08:41:59,page_view,mobile
13657,,s3000426,2026-08-08 08:42:29,page_view,mobile
13658,,s3000426,2026-08-08 08:42:55,page_view,mobile
13659,,s3000426,2026-08-08 08:43:26,page_view,mobile
13660,,s3000427,2026-08-08 01:53:42,page_view,desktop
13661,,s3000427,2026-08-08 01:54:32,page_view,desktop
13662,,s3000427,2026-08-08 01:55:23,page_view,desktop
13663,,s3000427,2026-08-08 01:55:49,page_view,desktop
13664,,s3000427,2026-08-08 01:57:08,add_to_cart,desktop
13665,,s3000427,2026-08-08 01:57:32,begin_checkout,desktop
13666,,s3000427,2026-08-08 01:59:11,purchase,desktop
13667,10633,s3000428,2026-08-08 14:20:12,page_view,tablet
13668,10633,s3000428,2026-08-08 14:21:53,page_view,tablet
13669,10633,s3000428,2026-08-08 14:23:34,page_view,tablet
13670,10633,s3000428,2026-08-08 14:24:25,add_to_cart,tablet
13671,10272,s3000429,2026-08-08 17:49:29,page_view,desktop
13672,10272,s3000429,2026-08-08 17:50:29,page_view,desktop
13673,10187,s3000430,2026-08-08 12:59:33,page_view,desktop
13674,10187,s3000430,2026-08-08 12:59:40,page_view,desktop
13675,10187,s3000430,2026-08-08 13:01:33,add_to_cart,desktop
13676,10187,s3000430,2026-08-08 13:02:29,begin_checkout,desktop
13677,10187,s3000430,2026-08-08 13:02:48,purchase,desktop
13678,,s3000431,2026-08-08 18:32:05,page_view,mobile
13679,,s3000431,2026-08-08 18:33:17,page_view,mobile
13680,,s3000432,2026-08-08 14:07:37,page_view,desktop
13681,,s3000432,2026-08-08 14:08:27,page_view,desktop
13682,,s3000432,2026-08-08 14:10:22,add_to_cart,desktop
13683,10547,s3000433,2026-08-08 14:50:06,page_view,desktop
13684,10547,s3000433,2026-08-08 14:51:29,page_view,desktop
13685,10547,s3000433,2026-08-08 14:52:55,page_view,desktop
13686,10547,s3000433,2026-08-08 14:54:13,page_view,desktop
13687,10005,s3000434,2026-08-08 09:34:31,page_view,mobile
13688,10005,s3000434,2026-08-08 09:35:36,page_view,mobile
13689,10005,s3000434,2026-08-08 09:37:28,page_view,mobile
13690,10005,s3000434,2026-08-08 09:37:43,page_view,mobile
13691,,s3000435,2026-08-08 08:38:05,page_view,desktop
13692,,s3000435,2026-08-08 08:39:06,page_view,desktop
13693,,s3000435,2026-08-08 08:40:04,page_view,desktop
13694,,s3000435,2026-08-08 08:40:50,page_view,desktop
13695,,s3000435,2026-08-08 08:42:11,add_to_cart,desktop
13696,,s3000435,2026-08-08 08:42:42,begin_checkout,desktop
13697,,s3000435,2026-08-08 08:43:57,purchase,desktop
13698,10500,s3000436,2026-08-08 08:16:17,page_view,mobile
13699,10500,s3000436,2026-08-08 08:18:08,page_view,mobile
13700,10500,s3000436,2026-08-08 08:18:29,page_view,mobile
13701,10559,s3000437,2026-08-08 14:05:17,page_view,mobile
13702,10547,s3000438,2026-08-08 08:08:21,page_view,mobile
13703,10547,s3000438,2026-08-08 08:09:23,page_view,mobile
13704,10039,s3000439,2026-08-08 22:54:14,page_view,desktop
13705,10039,s3000439,2026-08-08 22:56:08,page_view,desktop
13706,,s3000440,2026-08-08 08:59:50,page_view,tablet
13707,,s3000440,2026-08-08 09:01:29,page_view,tablet
13708,,s3000440,2026-08-08 09:02:49,page_view,tablet
13709,10628,s3000441,2026-08-08 20:08:14,page_view,mobile
13710,10628,s3000441,2026-08-08 20:09:00,page_view,mobile
13711,10628,s3000441,2026-08-08 20:09:18,page_view,mobile
13712,10628,s3000441,2026-08-08 20:11:11,page_view,mobile
13713,10232,s3000442,2026-08-08 20:28:51,page_view,desktop
13714,10232,s3000442,2026-08-08 20:30:08,page_view,desktop
13715,10232,s3000442,2026-08-08 20:31:52,page_view,desktop
13716,10630,s3000443,2026-08-08 06:28:30,page_view,mobile
13717,10630,s3000443,2026-08-08 06:28:59,page_view,mobile
13718,10630,s3000443,2026-08-08 06:30:01,page_view,mobile
13719,,s3000444,2026-08-08 15:28:25,page_view,mobile
13720,,s3000444,2026-08-08 15:29:35,add_to_cart,mobile
13721,10089,s3000445,2026-08-08 15:03:46,page_view,desktop
13722,10089,s3000445,2026-08-08 15:05:29,page_view,desktop
13723,10089,s3000445,2026-08-08 15:06:13,add_to_cart,desktop
13724,10089,s3000445,2026-08-08 15:07:11,begin_checkout,desktop
13725,10411,s3000446,2026-08-08 16:54:15,page_view,mobile
13726,10411,s3000446,2026-08-08 16:55:15,page_view,mobile
13727,10411,s3000446,2026-08-08 16:55:35,page_view,mobile
13728,10411,s3000446,2026-08-08 16:57:29,page_view,mobile
13729,10558,s3000447,2026-08-08 11:21:00,page_view,mobile
13730,10558,s3000447,2026-08-08 11:22:12,page_view,mobile
13731,10558,s3000447,2026-08-08 11:22:54,page_view,mobile
13732,10558,s3000447,2026-08-08 11:24:01,page_view,mobile
13733,10311,s3000448,2026-08-08 02:51:31,page_view,desktop
13734,10311,s3000448,2026-08-08 02:52:59,page_view,desktop
13735,10311,s3000448,2026-08-08 02:54:42,page_view,desktop
